longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
-121.3217,39.1923,38,5273,1226,1266,562,4.9153,<1H OCEAN,418784
-121.9625,38.2841,7,8212,1207,4687,1569,9.5361,INLAND,495469
-123.9198,35.4913,44,1845,377,286,119,10.6163,NEAR OCEAN,500000
-124.1673,35.0983,23,14092,2970,4313,1124,7.4301,INLAND,454141
-114.2555,38.1681,41,8449,1903,1320,553,8.917,<1H OCEAN,500000
-119.9782,40.6913,11,1329,282,263,98,10.7169,INLAND,437705
-120.4222,41.4493,42,1553,324,463,161,11.7479,NEAR OCEAN,500000
-117.404,33.5455,33,967,173,171,73,13.538,<1H OCEAN,500000
-122.1194,34.0054,50,4095,543,1835,768,5.9636,INLAND,391866
-114.6414,41.4305,36,9074,1235,1755,542,14.3207,INLAND,500000
-116.3136,39.4734,37,3654,723,1830,747,9.9219,<1H OCEAN,500000
-123.4362,40.8501,41,10400,1914,1833,494,12.0278,<1H OCEAN,500000
-120.0823,34.4547,17,7529,1602,1352,560,10.7968,INLAND,500000
-115.3654,38.0733,35,14821,2591,4485,1727,3.878,<1H OCEAN,393148
-114.6948,39.1407,48,11534,2812,6900,1846,2.0001,<1H OCEAN,363274
-119.5732,38.9431,5,1990,548,936,361,11.168,<1H OCEAN,500000
-118.0809,36.3866,48,9869,1715,5280,1933,8.1547,<1H OCEAN,500000
-122.6429,32.6947,32,1085,167,239,88,10.831,INLAND,500000
-114.2203,38.0295,3,7934,1117,4499,1386,7.6758,<1H OCEAN,500000
-121.9823,34.9292,52,4106,948,632,191,5.3713,<1H OCEAN,490691
-114.7153,36.7824,47,4692,937,1203,484,4.9903,NEAR OCEAN,500000
-117.7106,41.5513,35,9930,1527,4548,1370,11.2274,INLAND,500000
-118.1389,36.3009,52,2273,539,767,260,4.8749,INLAND,397301
-119.1103,40.4441,14,512,75,328,127,11.0055,<1H OCEAN,500000
-121.9926,34.3223,48,6469,1421,1068,284,6.3754,INLAND,471097
-122.5459,38.8711,31,14076,3024,9139,3371,11.7926,<1H OCEAN,500000
-122.0966,41.7339,31,5517,1391,2547,936,2.9993,<1H OCEAN,360920
-122.4446,33.5078,17,1010,131,433,167,3.8697,INLAND,307541
-116.3826,32.6282,24,10627,2973,1910,618,10.6028,NEAR BAY,500000
-120.7717,36.6257,52,7041,1735,2018,685,8.8432,INLAND,498266
-123.7588,33.4207,23,11249,1787,6888,2176,3.8543,<1H OCEAN,343339
-114.4458,39.5848,18,11155,1706,3649,1502,13.6396,NEAR OCEAN,500000
-115.3177,41.1468,50,2232,441,1073,296,4.8632,<1H OCEAN,453537
-114.8684,36.6298,14,9899,2644,6431,2846,6.895,NEAR OCEAN,485217
-114.182,34.9819,50,12937,3515,3642,1372,3.832,INLAND,370956
-122.5728,36.6334,15,10962,2342,4801,2051,6.4324,INLAND,473127
-120.3004,39.3504,15,10286,2828,5124,1717,7.8831,INLAND,438982
-116.6008,32.6351,6,13865,1677,3221,1019,5.1335,NEAR BAY,480299
-117.2367,38.0909,27,7329,925,1644,707,11.7673,NEAR OCEAN,500000
-122.7772,38.3149,15,2905,825,1098,296,6.5151,INLAND,392778
-116.0122,38.5443,50,8988,2332,3082,842,11.2131,INLAND,500000
-122.0562,34.825,36,2347,472,1190,368,3.899,INLAND,340038
-122.0626,39.2621,8,815,208,150,66,6.2785,INLAND,307025
-118.8621,33.4091,15,1147,334,729,274,1.1128,NEAR OCEAN,292240
-118.2902,34.4231,3,5877,1522,923,333,11.6209,<1H OCEAN,500000
-118.4215,40.7982,47,4851,1317,2186,854,9.7624,<1H OCEAN,500000
-123.415,39.494,13,12765,3279,5505,1835,12.4495,NEAR BAY,500000
-115.3823,32.6792,41,12156,1826,2642,1061,7.3786,NEAR BAY,500000
-121.6356,34.8847,34,8066,2178,1818,597,12.1964,<1H OCEAN,500000
-123.0264,34.5654,24,2213,343,1209,502,10.0662,<1H OCEAN,500000
-115.267,35.0956,40,3897,1093,2313,701,1.0506,NEAR BAY,442280
-114.5832,34.8771,32,690,139,201,61,4.5517,INLAND,369674
-115.5391,33.1377,32,4550,1100,1678,594,7.9145,INLAND,428044
-116.0767,36.864,30,2628,550,860,289,9.6616,<1H OCEAN,500000
-117.6534,39.4377,52,5187,710,966,366,1.9183,NEAR OCEAN,375679
-118.7202,38.2533,49,8933,1539,4346,1403,10.8711,<1H OCEAN,500000
-123.461,38.875,13,9679,2875,5445,1612,8.6095,<1H OCEAN,461683
-120.1756,33.3128,1,10025,2936,3031,1042,8.3609,<1H OCEAN,486407
-120.5411,41.494,34,5120,909,3302,1195,5.0886,NEAR BAY,500000
-121.6953,40.4318,15,3126,935,587,163,9.3275,INLAND,474887
-116.9566,40.1178,44,9744,2652,4685,1692,1.3849,NEAR OCEAN,353731
-119.2821,40.286,14,7482,1720,2799,878,1.9058,INLAND,262699
-123.5217,41.3175,29,4576,582,1708,561,11.2742,NEAR BAY,500000
-122.0997,37.666,34,9690,2735,3670,1122,5.5065,NEAR OCEAN,460639
-117.3671,34.4327,18,5068,1116,1415,617,5.8575,NEAR OCEAN,421546
-123.5719,38.3478,7,7186,1985,3648,1410,3.9174,NEAR BAY,434339
-115.6507,39.5331,29,7062,1908,3607,1091,7.2387,INLAND,439938
-119.2896,39.4864,31,12359,3336,3598,1363,1.7279,INLAND,216526
-119.4384,37.4516,25,4623,1135,2624,1101,5.2051,NEAR BAY,498873
-118.2956,33.1935,38,10650,1836,3284,1084,8.3797,NEAR OCEAN,500000
-115.9218,36.0385,14,7070,1276,3623,1507,7.5188,INLAND,415170
-120.7954,41.2052,8,13410,2353,2822,792,14.9954,<1H OCEAN,500000
-117.4207,38.0438,27,13039,1611,3055,1266,6.4427,INLAND,394415
-118.5682,37.6103,2,8359,1879,2573,921,6.418,INLAND,383732
-121.621,35.0772,17,2273,558,1015,299,8.0501,<1H OCEAN,465294
-115.3704,36.0134,37,6370,1743,3011,997,3.6642,NEAR OCEAN,469235
-116.2003,40.9663,14,901,130,313,140,13.2683,<1H OCEAN,500000
-117.6206,38.8148,25,10311,2247,1947,791,9.0117,INLAND,411004
-115.6571,39.9514,30,8313,1009,2799,1021,3.6895,INLAND,357737
-115.4863,36.8208,29,7025,963,3473,948,12.1082,INLAND,500000
-117.1105,38.4743,20,10852,1408,5268,1757,1.4807,<1H OCEAN,349537
-115.7957,34.8848,21,12654,3170,2911,880,14.7559,INLAND,500000
-117.2218,39.1813,22,8067,1085,1241,327,13.1121,<1H OCEAN,500000
-117.399,36.5695,35,4464,1111,2350,842,9.115,<1H OCEAN,500000
-118.0278,36.7099,37,8168,1347,1659,709,2.5581,<1H OCEAN,405053
-116.6572,38.6536,16,8346,2320,1595,614,4.0138,<1H OCEAN,427702
-122.7291,41.351,50,12716,3387,1924,577,4.9121,<1H OCEAN,468735
-115.3475,33.1517,49,14490,4237,5307,1935,4.3744,INLAND,324020
-115.4398,40.3026,43,7976,2225,3203,1404,7.9653,NEAR BAY,500000
-124.0511,35.2984,17,8758,2522,4106,1620,14.2238,INLAND,500000
-115.9102,36.7228,16,8919,2448,2658,1031,7.2184,INLAND,336848
-123.0329,32.756,2,5086,1245,2569,1139,10.2619,INLAND,472536
-120.9251,35.3798,4,12110,1824,2841,1164,10.6402,NEAR OCEAN,500000
-116.7513,37.2747,21,12001,2027,6792,1883,13.2021,INLAND,500000
-122.707,33.0781,39,4135,654,1802,575,1.4735,INLAND,296735
-115.9904,37.1663,34,4819,1101,2129,943,6.6606,<1H OCEAN,493265
-115.8456,41.2648,30,5391,1135,1374,478,11.9863,<1H OCEAN,500000
-119.1637,33.5407,6,14156,3908,2647,720,12.4081,INLAND,500000
-124.2847,39.7357,17,10545,3073,4032,1377,13.9827,INLAND,500000
-121.4165,36.4009,39,7075,1364,3238,1260,10.8391,NEAR OCEAN,500000
-118.045,38.7086,25,10300,2174,2034,914,4.4322,<1H OCEAN,410939
-114.3223,34.9962,5,11404,3362,7130,2244,8.0793,<1H OCEAN,500000
-117.8929,34.0492,5,8056,1367,5157,1819,1.4528,INLAND,247120
-121.6948,34.0583,20,5601,1470,2367,1008,10.057,NEAR OCEAN,500000
-117.8705,33.2126,16,12620,2026,7887,2532,8.7601,INLAND,427528
-118.8313,34.2951,51,3222,781,772,209,10.3357,INLAND,500000
-116.38,38.7937,41,14804,2452,2408,1059,14.022,<1H OCEAN,500000
-123.2567,40.8379,37,11875,3313,2015,700,10.6219,INLAND,500000
-116.5723,40.2028,40,11112,2456,4931,1728,5.4863,NEAR OCEAN,500000
-118.8183,38.9903,9,5938,911,1073,401,3.7823,NEAR OCEAN,341010
-114.5082,33.5881,5,6184,991,3891,975,12.9649,<1H OCEAN,500000
-120.8561,35.2684,42,1970,411,435,189,3.7207,INLAND,250747
-117.8846,35.4622,2,12505,3665,3781,1218,3.2625,INLAND,266116
-114.8247,34.8996,9,10169,2629,5707,1879,3.8926,<1H OCEAN,434879
-123.3024,37.3911,43,12604,2620,3269,931,8.1238,INLAND,481597
-114.7715,37.5842,36,9189,1661,2494,812,2.7386,INLAND,322051
-117.3198,35.9047,22,3415,747,1608,660,14.1337,<1H OCEAN,500000
-123.6567,35.8756,22,12180,3102,3508,1438,14.5276,NEAR OCEAN,500000
-121.2742,40.3384,22,6894,1800,1783,779,14.6332,<1H OCEAN,500000
-117.1125,39.9694,34,3176,566,880,290,1.5477,NEAR BAY,394334
-123.6617,35.4433,29,3937,983,1556,609,14.2468,NEAR OCEAN,500000
-118.4002,41.1396,38,10103,2408,6395,2247,14.9638,INLAND,500000
-120.8151,41.5065,46,952,278,538,221,14.194,<1H OCEAN,500000
-118.0042,35.6214,33,10861,3123,3174,1245,10.3931,NEAR BAY,500000
-123.8825,35.8816,18,12361,3239,4099,1326,10.8172,NEAR OCEAN,500000
-115.4429,37.303,7,1592,398,608,192,2.7115,<1H OCEAN,306786
-114.4009,41.3965,1,6989,1183,4469,1342,13.2402,INLAND,500000
-114.4481,40.7874,33,10997,2994,2597,948,1.835,<1H OCEAN,359218
-116.6886,33.5141,1,14585,2872,4794,2122,5.4482,NEAR BAY,500000
-123.0205,36.2417,24,877,148,451,130,14.8761,NEAR OCEAN,500000
-116.6006,37.7517,4,305,57,192,51,6.9126,NEAR BAY,480869
-124.0987,37.2794,4,11679,3158,2660,728,2.8362,NEAR OCEAN,337800
-124.1239,34.3723,18,4953,726,1306,531,14.5701,INLAND,500000
-121.0427,40.6229,27,2146,433,564,180,14.778,<1H OCEAN,500000
-119.3561,38.9132,43,5744,1198,921,271,3.6186,<1H OCEAN,433483
-116.4764,40.4263,32,1295,163,585,187,13.1073,<1H OCEAN,500000
-117.3667,40.6224,33,13475,2091,6540,2479,6.4659,INLAND,421736
-119.7929,39.5845,28,7185,1931,3242,1165,6.3392,NEAR BAY,500000
-121.5535,36.6786,42,14296,3853,2654,1058,4.6778,NEAR BAY,500000
-114.1594,38.2891,41,1982,342,365,116,1.6259,<1H OCEAN,344104
-119.9944,34.0574,36,4741,1315,1209,411,4.7521,INLAND,360320
-119.7368,38.8823,6,14436,3737,4260,1151,1.7529,INLAND,284764
-122.6778,34.235,16,3457,674,1878,496,13.9412,INLAND,500000
-116.227,39.0731,34,6413,1633,1473,504,10.2641,INLAND,497272
-117.2606,34.7082,23,10389,3044,1787,554,13.4127,INLAND,500000
-122.0937,33.655,50,14685,2975,5095,1898,11.0421,NEAR BAY,500000
-123.5081,34.1037,42,5069,825,1815,469,2.838,INLAND,389759
-117.3953,32.5687,24,1761,509,661,181,14.1681,NEAR OCEAN,500000
-117.6609,39.3062,49,4206,961,2369,1002,13.5985,<1H OCEAN,500000
-121.5573,39.4346,13,10067,1398,2003,727,5.8731,<1H OCEAN,460718
-114.6322,37.3904,18,9514,2122,4775,1873,2.5615,INLAND,279440
-122.8062,34.0668,13,4181,878,1333,557,10.8582,NEAR OCEAN,500000
-119.9315,33.3354,49,9693,2655,2956,1013,11.1971,NEAR BAY,500000
-114.7062,32.7298,37,5882,1267,3624,1457,13.5556,INLAND,500000
-120.0604,34.108,43,5982,992,1640,582,1.7372,NEAR OCEAN,358491
-117.8243,40.924,39,1143,276,538,158,2.9839,INLAND,348239
-120.2866,34.8204,42,4750,1033,1365,433,9.3755,<1H OCEAN,500000
-121.5475,35.8802,17,13615,2204,5494,1912,9.6678,INLAND,491128
-114.2937,33.5402,15,9337,2084,5071,1589,1.4705,NEAR OCEAN,292994
-120.1666,34.6402,18,800,214,472,149,6.557,<1H OCEAN,435287
-115.2123,37.4307,23,11092,1388,6315,2004,9.1783,<1H OCEAN,500000
-121.9999,38.2629,51,13212,3085,5827,1599,11.3308,INLAND,500000
-122.1721,34.8563,30,6576,1202,1804,481,5.4261,<1H OCEAN,487245
-124.0318,33.0927,34,9809,1693,4714,1222,7.7746,NEAR BAY,500000
-117.69,36.2257,4,1724,328,870,236,12.3968,INLAND,500000
-120.5837,34.7515,3,3966,720,616,196,14.3545,<1H OCEAN,500000
-115.5163,34.6138,7,450,121,166,61,4.2244,<1H OCEAN,350293
-119.5138,41.5727,18,9936,1683,5679,1633,4.5426,NEAR BAY,500000
-114.4551,38.3432,42,278,70,109,46,14.1575,INLAND,500000
-122.4539,37.7847,7,3323,455,1015,417,6.5428,INLAND,326546
-115.4727,36.4583,40,9289,2705,5442,1927,11.0569,<1H OCEAN,500000
-116.4132,36.5821,6,7264,1685,1655,653,9.5717,NEAR OCEAN,500000
-116.4712,37.6345,22,13268,3279,3359,1085,4.9982,INLAND,375246
-115.7163,39.0964,1,8617,1496,4254,1094,10.1499,INLAND,449917
-116.5723,39.1502,4,13562,2633,4424,1906,10.1779,NEAR BAY,500000
-117.95,34.1639,46,1409,225,713,196,9.2942,<1H OCEAN,500000
-123.0087,37.2511,49,5353,1540,1225,538,2.3953,INLAND,334450
-124.0176,36.4224,52,5098,1059,1407,512,14.9324,<1H OCEAN,500000
-114.9389,40.733,50,13229,3088,3020,939,6.6058,INLAND,500000
-118.0478,38.4853,43,2378,599,1489,519,9.9355,<1H OCEAN,500000
-116.2094,37.5555,29,11071,2068,3904,1367,13.4007,NEAR BAY,500000
-119.4288,33.6347,21,7810,1949,2488,633,6.926,INLAND,387665
-123.1511,38.243,26,11277,2725,1771,568,11.835,INLAND,500000
-123.0706,33.6517,14,11198,2766,2538,1010,14.6055,NEAR OCEAN,500000
-117.3435,35.7197,9,9095,1892,3279,1154,6.0251,NEAR BAY,492150
-119.9523,33.8927,47,2744,518,505,150,6.6738,INLAND,415438
-122.3006,39.0555,12,5722,915,2319,735,13.6781,INLAND,500000
-119.3259,34.4888,42,2570,689,970,409,3.235,<1H OCEAN,356134
-123.6938,36.2335,51,3481,798,1857,659,1.4003,<1H OCEAN,362679
-118.4023,40.9693,51,4910,981,2356,837,13.7244,INLAND,500000
-121.6009,34.4706,6,528,153,196,86,12.5023,<1H OCEAN,500000
-116.1989,37.3234,20,13883,1785,3641,1143,14.6162,INLAND,500000
-121.1781,36.4912,24,5779,1577,2967,1026,1.8153,<1H OCEAN,335654
-119.6977,32.7204,27,4428,1326,2231,919,3.1865,INLAND,313125
-124.2312,40.0019,38,13322,3725,3019,1212,2.4744,INLAND,298163
-123.6096,33.199,8,6994,1859,4247,1287,10.5678,<1H OCEAN,500000
-120.3387,37.008,1,320,59,58,16,9.4841,<1H OCEAN,425716
-119.445,37.8204,49,6949,1123,1233,481,6.0307,INLAND,440946
-118.2178,38.4572,49,13963,3522,3402,1025,1.8039,INLAND,335721
-121.3692,39.0231,24,1164,203,703,305,9.9553,INLAND,474152
-117.2473,34.9308,47,4424,671,1813,500,8.9817,NEAR OCEAN,500000
-115.5595,32.6438,7,3875,1013,2107,660,2.5806,<1H OCEAN,336873
-116.3799,39.3504,19,5894,1038,1555,405,13.7247,<1H OCEAN,500000
-123.9451,37.5852,22,2276,647,899,351,3.7853,<1H OCEAN,324565
-119.4392,40.4095,35,7065,1916,2325,995,11.4091,INLAND,500000
-123.2776,40.2711,30,5843,1592,3294,1242,13.3911,INLAND,500000
-121.8763,40.4773,29,8724,2258,1407,615,9.1126,<1H OCEAN,500000
-114.2663,37.1099,22,11760,3275,3197,881,4.4559,INLAND,386011
-122.8937,35.6861,11,5449,1444,1233,329,5.3295,INLAND,322657
-119.2514,39.9906,20,1516,346,878,366,13.4005,NEAR BAY,500000
-118.0324,36.7922,29,1396,241,535,225,5.1756,INLAND,340429
-117.1708,34.2744,51,3370,943,1186,493,11.4467,INLAND,500000
-118.6304,40.5868,41,9821,2664,3680,1508,14.8623,INLAND,500000
-124.2501,40.8461,42,555,113,352,113,14.9974,ISLAND,500000
-121.0136,36.9333,34,12626,1603,7261,2131,8.4687,NEAR BAY,500000
-119.059,33.2616,1,9918,2330,4990,2174,12.5718,INLAND,469833
-123.452,36.1956,31,12289,1586,3628,1129,14.8635,INLAND,500000
-120.7666,40.1033,30,13685,3923,3182,1049,6.2454,INLAND,448415
-124.0107,41.0267,48,228,66,139,54,4.5337,INLAND,271258
-123.5469,34.4626,18,13418,2067,4851,1497,2.5993,INLAND,266435
-120.2934,33.1796,17,1213,293,351,145,2.9726,<1H OCEAN,312973
-122.9936,40.7971,38,11094,1515,4276,1128,12.9498,NEAR BAY,500000
-118.5497,36.2104,14,9219,2316,5613,2291,9.2421,INLAND,441669
-117.3037,37.6426,23,12838,2343,4410,1633,13.2319,NEAR OCEAN,500000
-116.168,41.6498,25,2224,539,959,349,12.0524,INLAND,500000
-122.3045,33.1757,15,8690,1626,4792,1637,10.4324,INLAND,500000
-122.6383,38.6442,46,6039,882,2195,670,9.5304,<1H OCEAN,500000
-123.2813,33.2466,22,10257,1980,2736,937,1.6767,INLAND,278984
-117.8457,36.0794,3,12408,1740,8031,2730,13.2119,INLAND,500000
-117.1298,40.1059,19,13703,3067,8609,3157,6.8498,INLAND,410662
-124.0272,36.6246,44,5991,763,3425,1049,8.837,NEAR OCEAN,500000
-114.7819,41.9235,34,10503,2257,5190,1378,1.3073,<1H OCEAN,373092
-123.8189,37.8052,35,954,266,283,78,14.105,INLAND,500000
-118.818,35.5689,50,9161,2480,5558,2166,13.6384,<1H OCEAN,500000
-117.1034,34.619,1,3935,1097,1132,288,8.6059,NEAR OCEAN,483404
-115.4487,35.8449,52,1438,411,791,333,9.0824,<1H OCEAN,500000
-117.052,36.0518,21,13321,1849,8114,3155,10.8702,INLAND,500000
-116.1563,33.1959,29,10605,1518,4788,1932,4.7057,<1H OCEAN,416967
-120.8808,36.024,6,2106,463,1161,484,4.1068,INLAND,314692
-116.0225,36.9138,37,7599,2134,4147,1138,10.4363,NEAR OCEAN,500000
-123.5312,39.3437,1,8161,2410,2012,833,2.4619,<1H OCEAN,380027
-115.205,38.7233,51,9956,1277,4818,1690,7.3569,INLAND,476514
-118.7536,39.2124,1,9610,1768,1890,807,7.8986,<1H OCEAN,500000
-115.9972,32.6286,27,4801,760,1939,828,6.3387,INLAND,466036
-119.7273,34.5961,21,9749,2496,2253,574,3.5938,INLAND,293668
-117.7726,38.7698,16,12231,2877,4380,1430,5.9744,INLAND,437092
-118.9702,37.0995,44,1660,235,940,333,5.7258,INLAND,347625
-116.8732,32.5999,40,7869,1629,5064,1953,7.9897,INLAND,441215
-123.5157,40.1122,26,12377,3012,3824,1174,10.4455,<1H OCEAN,500000
-123.7332,39.8144,16,1616,420,672,201,14.5553,INLAND,500000
-121.8246,37.7051,28,11245,1389,4561,1488,3.0183,<1H OCEAN,354149
-122.7195,33.1748,1,7966,2232,4996,1749,13.2222,NEAR OCEAN,500000
-115.4404,39.7552,36,13660,3038,5317,2340,4.9785,NEAR OCEAN,456536
-122.1096,38.0369,10,13248,3525,6618,2663,9.2792,<1H OCEAN,500000
-114.3767,39.9004,43,13320,3535,8137,2732,8.6543,<1H OCEAN,500000
-120.9069,39.6164,17,1628,250,548,142,8.7973,<1H OCEAN,500000
-122.4888,40.0982,23,4578,640,2751,780,11.127,NEAR BAY,500000
-116.2793,37.4193,7,7729,1930,4704,1604,6.3436,NEAR OCEAN,464204
-117.618,33.8691,44,4674,692,2876,1187,5.4674,INLAND,428914
-119.2584,38.8589,7,12685,3462,3618,1179,12.9397,INLAND,500000
-118.6742,38.3825,44,11454,2871,4010,1434,4.0813,<1H OCEAN,435288
-116.9998,39.5272,15,3271,888,1914,819,3.5234,INLAND,281005
-122.0152,34.1469,34,755,131,248,107,1.2185,INLAND,228366
-114.1675,34.3828,46,8747,1548,3937,1154,3.9481,INLAND,320983
-114.3876,40.9198,45,1763,424,368,95,8.2594,NEAR OCEAN,500000
-117.7037,39.5998,4,11892,1494,2118,658,8.5391,INLAND,446092
-122.3107,41.0873,14,1240,310,441,171,4.5619,<1H OCEAN,366430
-117.3981,39.6819,14,2886,780,1268,558,2.0118,INLAND,229774
-123.6121,38.1633,16,12866,2505,4456,1182,11.425,INLAND,490268
-124.0367,38.6988,7,13167,3392,5778,1477,11.6117,NEAR BAY,500000
-121.7165,40.9078,32,2753,416,1121,478,14.9697,INLAND,500000
-119.622,37.9908,19,1979,352,975,389,13.6004,INLAND,500000
-115.4763,38.4945,2,13386,3953,6355,2849,13.9649,INLAND,500000
-116.9183,34.0209,10,275,81,99,32,12.1749,INLAND,500000
-116.7595,37.0049,50,4526,960,1640,546,9.617,INLAND,486518
-120.0015,39.2841,17,6035,1739,1330,378,2.7996,NEAR BAY,394849
-120.8145,35.0969,37,5257,1125,2137,583,9.7124,<1H OCEAN,500000
-120.558,34.4512,12,11711,2019,5194,1899,1.7834,<1H OCEAN,393268
-114.2562,35.5,6,2549,428,989,319,13.3942,NEAR OCEAN,500000
-123.9401,34.8201,22,2973,854,930,247,7.7455,<1H OCEAN,485764
-115.4889,34.5702,32,2462,371,1257,537,10.7646,<1H OCEAN,500000
-118.4359,36.5436,41,3429,769,642,185,1.7314,INLAND,280176
-119.8674,41.0837,20,10508,2311,6380,2550,8.4795,<1H OCEAN,500000
-116.9379,37.3164,1,592,149,94,28,5.2177,NEAR BAY,424836
-119.3762,34.3165,47,1308,274,825,340,4.9896,INLAND,323371
-115.4236,33.2735,6,4562,771,1738,475,6.4552,INLAND,369753
-115.1448,39.0939,19,5388,810,1919,769,1.009,<1H OCEAN,300332
-120.04,36.1483,18,9002,2086,2504,675,7.5333,<1H OCEAN,407825
-121.5208,40.2752,6,13858,3456,2148,728,7.8119,INLAND,443857
-118.2962,38.7494,45,13496,3003,3878,1538,13.0838,INLAND,500000
-115.0256,40.0347,33,5257,1329,1076,306,7.2794,NEAR OCEAN,497710
-122.197,35.1063,23,11167,1624,5359,1645,6.0898,<1H OCEAN,465148
-117.9833,39.0582,23,4198,1170,1299,549,14.9265,INLAND,500000
-117.8955,35.0322,26,9064,2037,4836,2065,8.997,<1H OCEAN,500000
-116.8576,41.3772,13,6766,966,1714,443,7.6166,INLAND,417868
-123.0054,38.5319,7,3877,787,2326,659,7.9431,INLAND,444485
-117.0343,35.6004,15,5996,1631,2467,674,12.3285,<1H OCEAN,500000
-115.0597,35.0834,44,14650,4124,3036,868,5.7695,INLAND,405714
-122.5136,34.3447,27,6563,1100,2299,1020,6.4482,<1H OCEAN,485404
-121.9223,39.0796,26,8323,2064,2108,759,11.5822,INLAND,500000
-114.4223,34.6059,33,8422,1162,2104,722,2.0218,INLAND,303782
-122.5004,38.1459,15,7890,994,3181,1421,13.1124,<1H OCEAN,500000
-115.6182,35.0376,36,13854,3059,6732,2432,7.0228,NEAR BAY,500000
-119.3189,38.7725,45,1600,392,969,370,9.1381,INLAND,500000
-121.8233,40.2104,27,13641,3590,5471,1731,11.6047,NEAR BAY,500000
-115.4509,39.8634,5,4271,774,2703,882,4.7247,<1H OCEAN,422273
-119.799,39.702,2,9008,1091,5592,2062,13.4644,NEAR BAY,500000
-119.0886,34.3146,33,13026,2687,7588,2002,14.7091,<1H OCEAN,500000
-120.6786,33.3808,16,2986,366,1194,359,7.9198,INLAND,424488
-118.29,39.1201,23,7369,1006,1624,469,14.1171,NEAR BAY,500000
-122.6788,36.0125,38,1070,191,277,70,1.0158,<1H OCEAN,292365
-120.3531,36.6141,16,4396,873,2082,744,13.5193,<1H OCEAN,500000
-114.4426,32.8428,14,11996,2042,4329,1568,5.3546,NEAR OCEAN,407741
-121.7119,34.99,29,9804,2203,2190,715,5.3609,INLAND,395211
-117.6382,32.8666,26,2939,381,1144,347,4.1932,INLAND,309799
-121.0266,40.8143,35,1140,166,180,68,5.4382,<1H OCEAN,456701
-116.4451,34.8379,15,540,132,279,77,3.9888,INLAND,298201
-123.0125,37.789,3,11300,1645,2110,746,13.6822,<1H OCEAN,500000
-114.4384,32.9164,23,13531,3181,6285,2536,13.5863,NEAR BAY,500000
-119.7123,38.8184,29,7622,989,4165,1178,2.431,INLAND,393096
-121.9376,35.5865,34,4333,837,937,375,3.0,INLAND,320133
-123.5989,40.9904,33,859,130,351,141,13.0683,<1H OCEAN,500000
-122.6151,40.8983,41,10425,1456,5624,1473,6.5851,NEAR OCEAN,484444
-119.0379,35.6077,41,9952,2209,2789,707,3.3698,INLAND,356397
-120.9058,41.019,23,3657,1049,846,376,8.1494,NEAR OCEAN,496016
-115.8788,41.9139,7,10048,1304,3199,923,6.8334,<1H OCEAN,447264
-119.9463,40.3089,3,3175,621,1356,561,4.0683,NEAR OCEAN,421261
-121.8081,40.4918,32,9441,2335,4131,1496,11.0905,INLAND,500000
-118.0428,34.8907,31,653,132,140,42,9.8381,<1H OCEAN,500000
-117.1267,37.971,18,10096,2677,3824,1055,2.3953,INLAND,335208
-122.6428,33.1822,43,8384,1277,2382,832,13.9554,<1H OCEAN,500000
-122.6369,33.4422,7,5642,1651,3221,1067,8.8186,INLAND,500000
-123.9752,41.9396,41,11176,2115,3428,1336,4.5029,INLAND,394584
-116.824,35.6204,1,1018,184,579,249,3.8881,INLAND,289602
-117.5659,39.5829,14,5068,1406,1846,758,2.9033,INLAND,278980
-119.4993,40.1327,52,212,46,108,32,6.9449,INLAND,361458
-115.7226,40.6154,32,12371,2634,5010,2133,2.8976,<1H OCEAN,303123
-116.1161,41.9277,6,7927,1988,3654,1522,6.8214,NEAR OCEAN,472711
-118.3677,34.8201,39,1120,251,389,169,3.0828,NEAR BAY,412447
-115.4763,32.9293,10,5120,764,2734,934,10.1953,<1H OCEAN,489295
-122.2463,36.4152,7,2618,631,949,383,11.9934,<1H OCEAN,500000
-123.2062,33.7728,26,9706,1397,3675,1353,8.6933,INLAND,471450
-121.5932,32.7608,34,6675,1769,2729,851,10.5208,INLAND,500000
-123.7666,35.938,30,12069,3598,6829,3065,14.1373,INLAND,500000
-118.9214,39.9171,36,14796,2780,7097,1828,9.9372,INLAND,500000
-114.7779,37.8721,21,2217,443,719,203,6.0982,<1H OCEAN,417612
-123.9479,35.4901,17,8157,1047,3957,1695,7.2927,NEAR OCEAN,500000
-123.102,38.7008,33,9620,1178,4533,1188,13.0474,INLAND,500000
-119.7285,34.731,10,4992,1426,3072,1312,2.8301,<1H OCEAN,345069
-114.8058,32.6852,51,7030,1006,4012,1576,5.5603,<1H OCEAN,476686
-121.1189,39.7349,47,13437,2690,6365,1637,9.0819,INLAND,445339
-119.1661,38.4132,42,2634,702,844,283,10.4695,INLAND,500000
-123.9251,39.7156,51,3068,859,1656,663,11.689,INLAND,500000
-122.8339,32.916,12,10907,2328,4772,1749,5.4549,NEAR BAY,426361
-114.2666,40.4189,16,1638,363,1052,459,3.042,<1H OCEAN,360296
-114.4865,38.3735,41,12556,3020,3437,1455,14.3677,NEAR BAY,500000
-124.2995,37.8459,32,3743,1096,710,224,2.0695,INLAND,312830
-114.6225,38.4214,15,11567,2642,2139,570,2.3413,INLAND,295473
-117.8182,40.6757,27,1981,437,931,408,7.9292,NEAR OCEAN,487871
